 1.00000     0.00189
 0.99748     0.00292
 0.99291     0.00479
 0.98705     0.00716
 0.98019     0.00991
 0.97248     0.01296
 0.96406     0.01626
 0.95499     0.01977
 0.94536     0.02345
 0.93521     0.02726
 0.92461     0.03118
 0.91358     0.03520
 0.90217     0.03928
 0.89041     0.04341
 0.87833     0.04758
 0.86596     0.05176
 0.85332     0.05595
 0.84043     0.06013
 0.82733     0.06430
 0.81401     0.06843
 0.80051     0.07253
 0.78685     0.07657
 0.77303     0.08056
 0.75907     0.08449
 0.74500     0.08835
 0.73082     0.09212
 0.71655     0.09581
 0.70220     0.09942
 0.68778     0.10292
 0.67331     0.10633
 0.65879     0.10963
 0.64425     0.11282
 0.62968     0.11589
 0.61510     0.11885
 0.60052     0.12168
 0.58595     0.12439
 0.57141     0.12697
 0.55689     0.12942
 0.54240     0.13173
 0.52797     0.13391
 0.51359     0.13594
 0.49927     0.13784
 0.48503     0.13959
 0.47087     0.14119
 0.45679     0.14264
 0.44281     0.14395
 0.42893     0.14510
 0.41517     0.14611
 0.40152     0.14696
 0.38799     0.14763
 0.37460     0.14807
 0.36135     0.14829
 0.34824     0.14828
 0.33529     0.14805
 0.32249     0.14760
 0.30986     0.14695
 0.29739     0.14608
 0.28511     0.14500
 0.27301     0.14372
 0.26110     0.14225
 0.24938     0.14059
 0.23787     0.13874
 0.22656     0.13671
 0.21546     0.13450
 0.20458     0.13213
 0.19393     0.12959
 0.18350     0.12690
 0.17331     0.12406
 0.16336     0.12108
 0.15365     0.11797
 0.14420     0.11473
 0.13499     0.11137
 0.12605     0.10789
 0.11738     0.10432
 0.10897     0.10065
 0.10084     0.09689
 0.09299     0.09305
 0.08542     0.08915
 0.07814     0.08517
 0.07116     0.08115
 0.06447     0.07707
 0.05809     0.07296
 0.05201     0.06881
 0.04625     0.06464
 0.04080     0.06046
 0.03568     0.05626
 0.03088     0.05207
 0.02641     0.04787
 0.02227     0.04369
 0.01847     0.03953
 0.01502     0.03539
 0.01191     0.03128
 0.00915     0.02721
 0.00675     0.02317
 0.00470     0.01918
 0.00302     0.01524
 0.00170     0.01135
 0.00076     0.00751
 0.00019     0.00373
 0.00000     0.00000
 0.00019    -0.00361
 0.00076    -0.00705
 0.00170    -0.01033
 0.00302    -0.01344
 0.00470    -0.01638
 0.00675    -0.01916
 0.00915    -0.02178
 0.01191    -0.02425
 0.01502    -0.02655
 0.01847    -0.02870
 0.02227    -0.03070
 0.02641    -0.03255
 0.03088    -0.03425
 0.03568    -0.03581
 0.04080    -0.03722
 0.04625    -0.03850
 0.05201    -0.03963
 0.05809    -0.04063
 0.06447    -0.04151
 0.07116    -0.04225
 0.07814    -0.04287
 0.08542    -0.04337
 0.09299    -0.04375
 0.10084    -0.04401
 0.10897    -0.04417
 0.11738    -0.04423
 0.12605    -0.04418
 0.13499    -0.04404
 0.14420    -0.04380
 0.15365    -0.04348
 0.16336    -0.04308
 0.17331    -0.04260
 0.18350    -0.04205
 0.19393    -0.04144
 0.20458    -0.04077
 0.21546    -0.04004
 0.22656    -0.03927
 0.23787    -0.03845
 0.24938    -0.03760
 0.26110    -0.03672
 0.27301    -0.03582
 0.28511    -0.03490
 0.29739    -0.03397
 0.30986    -0.03304
 0.32249    -0.03211
 0.33529    -0.03119
 0.34824    -0.03029
 0.36135    -0.02941
 0.37460    -0.02855
 0.38799    -0.02774
 0.40152    -0.02696
 0.41517    -0.02618
 0.42893    -0.02538
 0.44281    -0.02456
 0.45679    -0.02372
 0.47087    -0.02286
 0.48503    -0.02200
 0.49927    -0.02112
 0.51359    -0.02024
 0.52797    -0.01937
 0.54240    -0.01849
 0.55689    -0.01763
 0.57141    -0.01677
 0.58595    -0.01592
 0.60052    -0.01509
 0.61510    -0.01427
 0.62968    -0.01348
 0.64425    -0.01270
 0.65879    -0.01195
 0.67331    -0.01123
 0.68778    -0.01053
 0.70220    -0.00986
 0.71655    -0.00922
 0.73082    -0.00860
 0.74500    -0.00802
 0.75907    -0.00747
 0.77303    -0.00695
 0.78685    -0.00646
 0.80051    -0.00600
 0.81401    -0.00557
 0.82733    -0.00517
 0.84043    -0.00480
 0.85332    -0.00445
 0.86596    -0.00414
 0.87833    -0.00385
 0.89041    -0.00358
 0.90217    -0.00334
 0.91358    -0.00312
 0.92461    -0.00292
 0.93521    -0.00274
 0.94536    -0.00258
 0.95499    -0.00244
 0.96406    -0.00232
 0.97248    -0.00221
 0.98019    -0.00211
 0.98705    -0.00203
 0.99291    -0.00197
 0.99748    -0.00192
 1.00000    -0.00189
